-183.617, 78.247, 1.427,  1.765
-183.611, 78.200, 1.429,  1.798
-183.605, 78.153, 1.432,  1.831
-183.599, 78.105, 1.436,  1.864
-183.593, 78.058, 1.440,  1.897
-183.587, 78.010, 1.444,  1.930
-183.581, 77.962, 1.449,  1.963
-183.575, 77.914, 1.455,  1.996
-183.569, 77.866, 1.460,  2.029
-183.563, 77.817, 1.466,  2.062
-183.556, 77.768, 1.471,  2.095
-183.550, 77.720, 1.477,  2.128
-183.544, 77.671, 1.483,  2.161
-183.537, 77.621, 1.488,  2.194
-183.530, 77.572, 1.493,  2.227
-183.524, 77.523, 1.498,  2.260
-183.517, 77.473, 1.503,  2.293
-183.510, 77.423, 1.508,  2.326
-183.503, 77.373, 1.513,  2.359
-183.496, 77.323, 1.517,  2.392
-183.489, 77.273, 1.522,  2.425
-183.482, 77.223, 1.526,  2.458
-183.475, 77.172, 1.530,  2.491
-183.468, 77.121, 1.535,  2.524
-183.461, 77.071, 1.539,  2.557
-183.454, 77.020, 1.543,  2.590
-183.446, 76.969, 1.548,  2.623
-183.439, 76.917, 1.552,  2.656
-183.431, 76.866, 1.557,  2.689
-183.424, 76.815, 1.562,  2.722
-183.416, 76.763, 1.567,  2.755
-183.409, 76.711, 1.571,  2.788
-183.401, 76.659, 1.576,  2.821
-183.393, 76.607, 1.581,  2.854
-183.385, 76.555, 1.586,  2.887
-183.378, 76.502, 1.591,  2.920
-183.370, 76.450, 1.596,  2.953
-183.362, 76.397, 1.601,  2.986
-183.354, 76.344, 1.606,  3.019
-183.346, 76.291, 1.611,  3.052
-183.337, 76.238, 1.616,  3.085
-183.329, 76.184, 1.621,  3.118
-183.321, 76.131, 1.626,  3.151
-183.313, 76.077, 1.631,  3.184
-183.304, 76.023, 1.636,  3.217
-183.296, 75.969, 1.641,  3.250
-183.288, 75.915, 1.646,  3.283
-183.279, 75.861, 1.651,  3.316
-183.270, 75.806, 1.656,  3.349
-183.262, 75.752, 1.661,  3.382
-183.253, 75.697, 1.666,  3.415
-183.245, 75.642, 1.671,  3.448
-183.236, 75.587, 1.676,  3.481
-183.227, 75.531, 1.681,  3.514
-183.218, 75.476, 1.686,  3.547
-183.209, 75.420, 1.691,  3.580
-183.200, 75.365, 1.696,  3.613
-183.191, 75.309, 1.702,  3.646
-183.182, 75.252, 1.707,  3.679
-183.173, 75.196, 1.712,  3.712
-183.164, 75.140, 1.717,  3.745
-183.155, 75.083, 1.722,  3.778
-183.146, 75.026, 1.728,  3.811
-183.136, 74.969, 1.733,  3.844
-183.127, 74.912, 1.738,  3.877
-183.118, 74.855, 1.744,  3.910
-183.108, 74.797, 1.749,  3.943
-183.099, 74.740, 1.754,  3.976
-183.090, 74.682, 1.760,  4.009
-183.080, 74.624, 1.765,  4.042
-183.071, 74.565, 1.770,  4.075
-183.061, 74.507, 1.776,  4.108
-183.051, 74.449, 1.781,  4.141
-183.042, 74.390, 1.786,  4.174
-183.032, 74.331, 1.792,  4.207
-183.022, 74.272, 1.797,  4.240
-183.013, 74.213, 1.803,  4.273
-183.003, 74.153, 1.808,  4.306
-182.993, 74.094, 1.814,  4.339
-182.983, 74.034, 1.819,  4.372
-182.973, 73.974, 1.825,  4.405
-182.964, 73.914, 1.831,  4.438
-182.954, 73.853, 1.836,  4.471
-182.944, 73.793, 1.842,  4.504
-182.934, 73.732, 1.847,  4.537
-182.924, 73.671, 1.853,  4.570
-182.914, 73.610, 1.858,  4.603
-182.904, 73.549, 1.864,  4.636
-182.893, 73.487, 1.870,  4.669
-182.883, 73.426, 1.875,  4.702
-182.873, 73.364, 1.881,  4.735
-182.863, 73.302, 1.887,  4.768
-182.853, 73.240, 1.892,  4.801
-182.843, 73.177, 1.898,  4.834
-182.832, 73.115, 1.904,  4.867
-182.822, 73.052, 1.910,  4.900
-182.812, 72.989, 1.915,  4.933
-182.802, 72.926, 1.921,  4.966
-182.791, 72.862, 1.927,  4.999
-182.781, 72.799, 1.933,  5.032
-182.771, 72.735, 1.939,  5.065
-182.760, 72.671, 1.945,  5.098
-182.750, 72.607, 1.951,  5.131
-182.739, 72.543, 1.956,  5.164
-182.729, 72.478, 1.962,  5.197
-182.718, 72.413, 1.968,  5.230
-182.708, 72.348, 1.974,  5.263
-182.698, 72.283, 1.980,  5.296
-182.687, 72.218, 1.986,  5.329
-182.677, 72.153, 1.992,  5.362
-182.666, 72.087, 1.998,  5.395
-182.656, 72.021, 2.004,  5.428
-182.645, 71.955, 2.010,  5.461
-182.635, 71.888, 2.016,  5.494
-182.624, 71.822, 2.023,  5.527
-182.614, 71.755, 2.029,  5.560
-182.603, 71.688, 2.035,  5.593
-182.592, 71.621, 2.041,  5.626
-182.582, 71.554, 2.047,  5.659
-182.571, 71.486, 2.054,  5.692
-182.561, 71.418, 2.060,  5.725
-182.550, 71.350, 2.066,  5.758
-182.540, 71.282, 2.072,  5.791
-182.529, 71.214, 2.079,  5.824
-182.519, 71.145, 2.085,  5.857
-182.508, 71.076, 2.091,  5.890
-182.498, 71.007, 2.098,  5.923
-182.487, 70.938, 2.104,  5.956
-182.477, 70.868, 2.111,  5.989
-182.466, 70.798, 2.117,  6.022
-182.455, 70.729, 2.123,  6.055
-182.445, 70.658, 2.130,  6.088
-182.434, 70.588, 2.136,  6.121
-182.424, 70.517, 2.142,  6.154
-182.413, 70.447, 2.149,  6.187
-182.403, 70.376, 2.155,  6.220
-182.392, 70.304, 2.162,  6.253
-182.382, 70.233, 2.169,  6.286
-182.371, 70.161, 2.175,  6.319
-182.361, 70.089, 2.182,  6.352
-182.351, 70.017, 2.189,  6.385
-182.340, 69.945, 2.195,  6.418
-182.330, 69.872, 2.202,  6.451
-182.319, 69.799, 2.209,  6.484
-182.309, 69.726, 2.215,  6.517
-182.299, 69.653, 2.222,  6.550
-182.288, 69.579, 2.229,  6.583
-182.278, 69.506, 2.236,  6.616
-182.268, 69.432, 2.242,  6.649
-182.257, 69.357, 2.249,  6.682
-182.247, 69.283, 2.256,  6.715
-182.237, 69.208, 2.263,  6.748
-182.226, 69.133, 2.270,  6.781
-182.216, 69.058, 2.277,  6.814
-182.206, 68.983, 2.284,  6.847
-182.196, 68.907, 2.291,  6.880
-182.186, 68.831, 2.297,  6.913
-182.176, 68.755, 2.304,  6.946
-182.166, 68.679, 2.311,  6.979
-182.156, 68.602, 2.318,  7.012
-182.146, 68.526, 2.325,  7.045
-182.136, 68.449, 2.332,  7.078
-182.126, 68.371, 2.339,  7.111
-182.116, 68.294, 2.346,  7.144
-182.106, 68.216, 2.353,  7.177
-182.096, 68.138, 2.361,  7.210
-182.086, 68.060, 2.368,  7.243
-182.076, 67.981, 2.375,  7.276
-182.066, 67.902, 2.382,  7.309
-182.057, 67.823, 2.389,  7.342
-182.047, 67.744, 2.396,  7.375
-182.037, 67.665, 2.404,  7.408
-182.028, 67.585, 2.411,  7.441
-182.018, 67.505, 2.419,  7.474
-182.009, 67.425, 2.426,  7.507
-181.999, 67.344, 2.433,  7.540
-181.990, 67.263, 2.441,  7.573
-181.980, 67.182, 2.448,  7.606
-181.971, 67.101, 2.456,  7.639
-181.961, 67.020, 2.463,  7.672
-181.952, 66.938, 2.471,  7.705
-181.943, 66.856, 2.478,  7.738
-181.934, 66.774, 2.486,  7.771
-181.924, 66.691, 2.493,  7.804
-181.915, 66.608, 2.501,  7.837
-181.906, 66.525, 2.508,  7.870
-181.897, 66.442, 2.516,  7.903
-181.888, 66.358, 2.524,  7.936
-181.879, 66.274, 2.531,  7.969
-181.870, 66.190, 2.539,  8.002
-181.861, 66.106, 2.547,  8.035
-181.853, 66.021, 2.554,  8.068
-181.844, 65.936, 2.562,  8.101
-181.835, 65.851, 2.570,  8.134
-181.827, 65.766, 2.578,  8.167
-181.818, 65.680, 2.586,  8.200
-181.809, 65.594, 2.594,  8.233
-181.801, 65.508, 2.601,  8.266
-181.793, 65.421, 2.609,  8.299
-181.784, 65.335, 2.617,  8.332
-181.776, 65.247, 2.625,  8.365
-181.768, 65.160, 2.633,  8.398
-181.759, 65.073, 2.641,  8.431
-181.751, 64.985, 2.649,  8.464
-181.743, 64.897, 2.657,  8.497
-181.735, 64.808, 2.666,  8.530
-181.727, 64.719, 2.674,  8.563
-181.719, 64.630, 2.682,  8.596
-181.711, 64.541, 2.690,  8.629
-181.704, 64.452, 2.698,  8.662
-181.696, 64.362, 2.706,  8.695
-181.688, 64.272, 2.715,  8.728
-181.681, 64.181, 2.723,  8.761
-181.673, 64.091, 2.731,  8.794
-181.665, 64.000, 2.740,  8.827
-181.658, 63.908, 2.748,  8.860
-181.651, 63.817, 2.756,  8.893
-181.643, 63.725, 2.765,  8.926
-181.636, 63.633, 2.774,  8.959
-181.629, 63.541, 2.782,  8.992
-181.622, 63.448, 2.791,  9.025
-181.615, 63.355, 2.799,  9.058
-181.608, 63.262, 2.808,  9.091
-181.601, 63.168, 2.817,  9.124
-181.594, 63.074, 2.825,  9.157
-181.587, 62.980, 2.834,  9.190
-181.581, 62.886, 2.843,  9.223
-181.574, 62.791, 2.851,  9.256
-181.567, 62.696, 2.860,  9.289
-181.561, 62.600, 2.869,  9.322
-181.554, 62.505, 2.878,  9.355
-181.548, 62.409, 2.887,  9.388
-181.542, 62.313, 2.896,  9.421
-181.535, 62.216, 2.905,  9.454
-181.529, 62.119, 2.914,  9.487
-181.523, 62.022, 2.923,  9.520
-181.517, 61.924, 2.932,  9.553
-181.511, 61.827, 2.941,  9.586
-181.505, 61.729, 2.950,  9.619
-181.499, 61.630, 2.959,  9.652
-181.494, 61.532, 2.968,  9.685
-181.488, 61.433, 2.977,  9.718
-181.482, 61.333, 2.986,  9.751
-181.477, 61.234, 2.996,  9.784
-181.471, 61.134, 3.005,  9.817
-181.466, 61.033, 3.014,  9.850
-181.461, 60.933, 3.023,  9.883
-181.455, 60.832, 3.033,  9.916
-181.450, 60.731, 3.042,  9.949
-181.445, 60.629, 3.052,  9.982
-181.440, 60.527, 3.061, 10.015
-181.435, 60.425, 3.071, 10.048
-181.430, 60.323, 3.080, 10.081
-181.425, 60.220, 3.090, 10.114
-181.421, 60.117, 3.099, 10.147
-181.416, 60.013, 3.109, 10.180
-181.411, 59.909, 3.119, 10.213
-181.407, 59.805, 3.128, 10.246
-181.402, 59.701, 3.138, 10.279
-181.398, 59.596, 3.148, 10.312
-181.394, 59.491, 3.157, 10.345
-181.389, 59.386, 3.167, 10.378
-181.385, 59.280, 3.177, 10.411
-181.381, 59.174, 3.187, 10.444
-181.377, 59.067, 3.197, 10.477
-181.373, 58.961, 3.207, 10.510
-181.369, 58.854, 3.217, 10.543
-181.366, 58.746, 3.227, 10.576
-181.362, 58.638, 3.237, 10.609
-181.358, 58.530, 3.247, 10.642
-181.355, 58.422, 3.257, 10.675
-181.351, 58.313, 3.267, 10.708
-181.348, 58.204, 3.277, 10.741
-181.344, 58.095, 3.288, 10.774
-181.341, 57.985, 3.298, 10.807
-181.338, 57.875, 3.308, 10.840
-181.335, 57.764, 3.318, 10.873
-181.331, 57.653, 3.329, 10.906
-181.328, 57.542, 3.339, 10.939
-181.325, 57.431, 3.350, 10.972
-181.323, 57.319, 3.360, 11.005
-181.320, 57.206, 3.371, 11.038
-181.317, 57.094, 3.381, 11.071
-181.314, 56.981, 3.392, 11.104
-181.312, 56.868, 3.402, 11.137
-181.309, 56.754, 3.413, 11.170
-181.307, 56.640, 3.423, 11.203
-181.304, 56.525, 3.434, 11.236
-181.302, 56.411, 3.445, 11.269
-181.300, 56.296, 3.456, 11.302
-181.298, 56.180, 3.466, 11.335
-181.295, 56.064, 3.477, 11.368
-181.293, 55.948, 3.488, 11.401
-181.291, 55.832, 3.499, 11.434
-181.289, 55.715, 3.510, 11.467
-181.287, 55.598, 3.521, 11.500
-181.286, 55.480, 3.532, 11.533
-181.284, 55.362, 3.543, 11.566
-181.282, 55.244, 3.554, 11.599
-181.281, 55.125, 3.565, 11.632
-181.279, 55.006, 3.577, 11.665
-181.278, 54.886, 3.588, 11.698
-181.276, 54.766, 3.599, 11.731
-181.275, 54.646, 3.610, 11.764
-181.273, 54.525, 3.622, 11.797
-181.272, 54.404, 3.633, 11.830
-181.271, 54.283, 3.644, 11.863
-181.270, 54.161, 3.656, 11.896
-181.269, 54.039, 3.667, 11.929
-181.268, 53.917, 3.679, 11.962
-181.267, 53.794, 3.690, 11.995
-181.266, 53.670, 3.702, 12.028
-181.265, 53.547, 3.714, 12.061
-181.264, 53.423, 3.725, 12.094
-181.264, 53.298, 3.737, 12.127
-181.263, 53.173, 3.749, 12.160
-181.262, 53.048, 3.761, 12.193
-181.262, 52.922, 3.772, 12.226
-181.261, 52.796, 3.784, 12.259
-181.261, 52.670, 3.796, 12.292
-181.260, 52.543, 3.808, 12.325
-181.260, 52.416, 3.820, 12.358
-181.260, 52.288, 3.832, 12.391
-181.259, 52.160, 3.844, 12.424
-181.259, 52.032, 3.856, 12.457
-181.259, 51.903, 3.868, 12.490
-181.259, 51.773, 3.881, 12.523
-181.259, 51.644, 3.893, 12.556
-181.259, 51.514, 3.905, 12.589
-181.259, 51.383, 3.917, 12.622
-181.259, 51.252, 3.929, 12.655
-181.259, 51.121, 3.942, 12.688
-181.259, 50.989, 3.954, 12.721
-181.259, 50.857, 3.966, 12.754
-181.259, 50.725, 3.978, 12.787
-181.260, 50.592, 3.990, 12.820
-181.260, 50.459, 4.003, 12.853
-181.260, 50.325, 4.015, 12.886
-181.261, 50.191, 4.027, 12.919
-181.261, 50.056, 4.040, 12.952
-181.262, 49.921, 4.052, 12.985
-181.262, 49.786, 4.065, 13.018
-181.263, 49.650, 4.077, 13.051
-181.263, 49.514, 4.090, 13.084
-181.264, 49.377, 4.103, 13.117
-181.265, 49.240, 4.115, 13.150
-181.265, 49.102, 4.128, 13.183
-181.266, 48.964, 4.141, 13.216
-181.267, 48.826, 4.154, 13.249
-181.267, 48.687, 4.167, 13.282
-181.268, 48.548, 4.180, 13.315
-181.269, 48.409, 4.193, 13.348
-181.270, 48.268, 4.206, 13.381
-181.271, 48.128, 4.219, 13.414
-181.272, 47.987, 4.232, 13.447
-181.273, 47.846, 4.245, 13.480
-181.274, 47.704, 4.258, 13.513
-181.275, 47.561, 4.271, 13.546
-181.276, 47.419, 4.284, 13.579
-181.277, 47.276, 4.298, 13.612
-181.278, 47.132, 4.311, 13.645
-181.279, 46.988, 4.324, 13.678
-181.280, 46.844, 4.338, 13.711
-181.281, 46.699, 4.351, 13.744
-181.282, 46.553, 4.365, 13.777
-181.283, 46.407, 4.378, 13.810
-181.284, 46.261, 4.392, 13.843
-181.286, 46.114, 4.405, 13.876
-181.287, 45.967, 4.419, 13.909
-181.288, 45.820, 4.433, 13.942
-181.289, 45.671, 4.447, 13.975
-181.291, 45.523, 4.460, 14.008
-181.292, 45.374, 4.474, 14.041
-181.293, 45.224, 4.488, 14.074
-181.294, 45.074, 4.502, 14.107
-181.296, 44.924, 4.516, 14.140
-181.297, 44.773, 4.530, 14.173
-181.298, 44.622, 4.544, 14.206
-181.300, 44.470, 4.558, 14.239
-181.301, 44.318, 4.573, 14.272
-181.302, 44.165, 4.587, 14.305
-181.304, 44.012, 4.601, 14.338
-181.305, 43.858, 4.616, 14.371
-181.306, 43.704, 4.630, 14.404
-181.308, 43.549, 4.644, 14.437
-181.309, 43.394, 4.659, 14.470
-181.310, 43.238, 4.673, 14.503
-181.312, 43.082, 4.688, 14.536
-181.313, 42.925, 4.703, 14.569
-181.315, 42.768, 4.717, 14.602
-181.316, 42.611, 4.732, 14.635
-181.317, 42.453, 4.747, 14.668
-181.319, 42.294, 4.761, 14.701
-181.320, 42.135, 4.776, 14.734
-181.321, 41.975, 4.791, 14.767
-181.323, 41.815, 4.806, 14.800
-181.324, 41.655, 4.821, 14.833
-181.325, 41.494, 4.836, 14.866
-181.327, 41.332, 4.851, 14.899
-181.328, 41.170, 4.866, 14.932
-181.330, 41.007, 4.881, 14.965
-181.331, 40.844, 4.897, 14.998
-181.332, 40.681, 4.912, 15.031
-181.334, 40.517, 4.927, 15.064
-181.335, 40.352, 4.943, 15.097
-181.336, 40.187, 4.958, 15.130
-181.338, 40.021, 4.974, 15.163
-181.339, 39.855, 4.989, 15.196
-181.340, 39.688, 5.005, 15.229
-181.341, 39.521, 5.021, 15.262
-181.343, 39.353, 5.037, 15.295
-181.344, 39.185, 5.052, 15.328
-181.345, 39.016, 5.068, 15.361
-181.346, 38.847, 5.084, 15.394
-181.348, 38.677, 5.098, 15.427
-181.349, 38.507, 5.108, 15.460
-181.350, 38.337, 5.104, 15.493
-181.351, 38.167, 5.089, 15.526
-181.352, 37.998, 5.075, 15.559
-181.354, 37.829, 5.065, 15.592
-181.355, 37.661, 5.062, 15.625
-181.356, 37.492, 5.065, 15.658
-181.357, 37.323, 5.074, 15.691
-181.358, 37.153, 5.090, 15.724
-181.359, 36.983, 5.112, 15.757
-181.360, 36.812, 5.141, 15.790
-181.361, 36.639, 5.174, 15.823
-181.362, 36.466, 5.212, 15.856
-181.363, 36.291, 5.253, 15.889
-181.364, 36.114, 5.294, 15.922
-181.365, 35.937, 5.336, 15.955
-181.366, 35.758, 5.376, 15.988
-181.367, 35.577, 5.413, 16.021
-181.368, 35.396, 5.446, 16.054
-181.369, 35.214, 5.475, 16.087
-181.370, 35.030, 5.500, 16.120
-181.371, 34.847, 5.520, 16.153
-181.372, 34.662, 5.536, 16.186
-181.373, 34.477, 5.549, 16.219
-181.374, 34.292, 5.558, 16.252
-181.374, 34.107, 5.565, 16.285
-181.375, 33.921, 5.571, 16.318
-181.376, 33.736, 5.576, 16.351
-181.377, 33.550, 5.581, 16.384
-181.377, 33.364, 5.586, 16.417
-181.378, 33.177, 5.592, 16.450
-181.379, 32.991, 5.600, 16.483
-181.380, 32.804, 5.610, 16.516
-181.380, 32.617, 5.622, 16.549
-181.381, 32.429, 5.636, 16.582
-181.381, 32.241, 5.653, 16.615
-181.382, 32.052, 5.672, 16.648
-181.383, 31.862, 5.692, 16.681
-181.383, 31.672, 5.715, 16.714
-181.384, 31.480, 5.740, 16.747
-181.384, 31.288, 5.765, 16.780
-181.385, 31.095, 5.791, 16.813
-181.385, 30.901, 5.817, 16.846
-181.386, 30.707, 5.843, 16.879
-181.386, 30.511, 5.868, 16.912
-181.387, 30.315, 5.893, 16.945
-181.387, 30.118, 5.916, 16.978
-181.387, 29.920, 5.937, 17.011
-181.388, 29.722, 5.958, 17.044
-181.388, 29.522, 5.977, 17.077
-181.388, 29.323, 5.995, 17.110
-181.389, 29.122, 6.012, 17.143
-181.389, 28.922, 6.028, 17.176
-181.389, 28.720, 6.043, 17.209
-181.389, 28.518, 6.058, 17.242
-181.390, 28.316, 6.074, 17.275
-181.390, 28.113, 6.089, 17.308
-181.390, 27.910, 6.105, 17.341
-181.390, 27.706, 6.121, 17.374
-181.390, 27.501, 6.138, 17.407
-181.391, 27.296, 6.156, 17.440
-181.391, 27.091, 6.174, 17.473
-181.391, 26.884, 6.194, 17.506
-181.391, 26.677, 6.214, 17.539
-181.391, 26.469, 6.236, 17.572
-181.391, 26.261, 6.257, 17.605
-181.391, 26.052, 6.280, 17.638
-181.391, 25.842, 6.302, 17.671
-181.391, 25.631, 6.325, 17.704
-181.391, 25.419, 6.348, 17.737
-181.391, 25.207, 6.370, 17.770
-181.391, 24.994, 6.393, 17.803
-181.391, 24.780, 6.415, 17.836
-181.391, 24.566, 6.436, 17.869
-181.390, 24.351, 6.457, 17.902
-181.390, 24.135, 6.478, 17.935
-181.390, 23.919, 6.498, 17.968
-181.390, 23.701, 6.518, 18.001
-181.390, 23.484, 6.538, 18.034
-181.390, 23.265, 6.557, 18.067
-181.389, 23.046, 6.577, 18.100
-181.389, 22.826, 6.596, 18.133
-181.389, 22.606, 6.616, 18.166
-181.389, 22.385, 6.636, 18.199
-181.388, 22.163, 6.657, 18.232
-181.388, 21.941, 6.677, 18.265
-181.388, 21.717, 6.699, 18.298
-181.387, 21.493, 6.720, 18.331
-181.387, 21.269, 6.742, 18.364
-181.387, 21.043, 6.765, 18.397
-181.386, 20.817, 6.787, 18.430
-181.386, 20.590, 6.809, 18.463
-181.386, 20.363, 6.832, 18.496
-181.385, 20.134, 6.854, 18.529
-181.385, 19.905, 6.876, 18.562
-181.385, 19.676, 6.898, 18.595
-181.384, 19.445, 6.920, 18.628
-181.384, 19.214, 6.942, 18.661
-181.383, 18.982, 6.964, 18.694
-181.383, 18.749, 6.986, 18.727
-181.382, 18.516, 7.008, 18.760
-181.382, 18.281, 7.029, 18.793
-181.381, 18.046, 7.051, 18.826
-181.381, 17.811, 7.073, 18.859
-181.380, 17.574, 7.095, 18.892
-181.380, 17.337, 7.118, 18.925
-181.379, 17.099, 7.140, 18.958
-181.379, 16.861, 7.163, 18.991
-181.378, 16.621, 7.186, 19.024
-181.378, 16.381, 7.209, 19.057
-181.377, 16.140, 7.233, 19.090
-181.376, 15.899, 7.256, 19.123
-181.376, 15.656, 7.280, 19.156
-181.375, 15.413, 7.303, 19.189
-181.375, 15.169, 7.327, 19.222
-181.374, 14.924, 7.351, 19.255
-181.374, 14.678, 7.374, 19.288
-181.373, 14.432, 7.398, 19.321
-181.372, 14.184, 7.422, 19.354
-181.372, 13.936, 7.445, 19.387
-181.371, 13.688, 7.469, 19.420
-181.370, 13.438, 7.493, 19.453
-181.370, 13.188, 7.516, 19.486
-181.369, 12.937, 7.540, 19.519
-181.368, 12.685, 7.564, 19.552
-181.368, 12.432, 7.587, 19.585
-181.367, 12.178, 7.611, 19.618
-181.366, 11.924, 7.635, 19.651
-181.366, 11.669, 7.659, 19.684
-181.365, 11.413, 7.683, 19.717
-181.364, 11.156, 7.708, 19.750
-181.364, 10.899, 7.732, 19.783
-181.363, 10.640, 7.756, 19.816
-181.362, 10.381, 7.781, 19.849
-181.362, 10.121, 7.806, 19.882
-181.361, 9.860, 7.831, 19.915
-181.360, 9.599, 7.856, 19.948
-181.359, 9.336, 7.881, 19.981
-181.359, 9.073, 7.906, 20.014
-181.358, 8.809, 7.932, 20.047
-181.357, 8.544, 7.957, 20.080
-181.356, 8.278, 7.983, 20.113
-181.356, 8.011, 8.008, 20.146
-181.355, 7.743, 8.034, 20.179
-181.354, 7.475, 8.060, 20.212
-181.354, 7.206, 8.086, 20.245
-181.353, 6.935, 8.112, 20.278
-181.352, 6.664, 8.138, 20.311
-181.351, 6.393, 8.164, 20.344
-181.350, 6.120, 8.190, 20.377
-181.350, 5.846, 8.217, 20.410
-181.349, 5.571, 8.243, 20.443
-181.348, 5.296, 8.269, 20.476
-181.347, 5.020, 8.296, 20.509
-181.347, 4.743, 8.322, 20.542
-181.346, 4.464, 8.349, 20.575
-181.345, 4.186, 8.375, 20.608
-181.344, 3.906, 8.402, 20.641
-181.343, 3.625, 8.429, 20.674
-181.343, 3.343, 8.456, 20.707
-181.342, 3.061, 8.483, 20.740
-181.341, 2.777, 8.510, 20.773
-181.340, 2.493, 8.538, 20.806
-181.339, 2.208, 8.565, 20.839
-181.338, 1.921, 8.593, 20.872
-181.338, 1.634, 8.620, 20.905
-181.337, 1.346, 8.648, 20.938
-181.336, 1.057, 8.676, 20.971
-181.335, 0.767, 8.704, 21.004
-181.334, 0.476, 8.732, 21.037
-181.333, 0.185, 8.760, 21.070
-181.332, -0.108, 8.788, 21.103
-181.332, -0.402, 8.816, 21.136
-181.331, -0.696, 8.844, 21.169
-181.330, -0.992, 8.873, 21.202
-181.329, -1.288, 8.901, 21.235
-181.328, -1.586, 8.930, 21.268
-181.327, -1.884, 8.959, 21.301
-181.326, -2.183, 8.988, 21.334
-181.325, -2.484, 9.017, 21.367
-181.325, -2.785, 9.046, 21.400
-181.324, -3.087, 9.075, 21.433
-181.323, -3.391, 9.104, 21.466
-181.322, -3.695, 9.133, 21.499
-181.321, -4.000, 9.163, 21.532
-181.320, -4.306, 9.192, 21.565
-181.319, -4.613, 9.222, 21.598
-181.318, -4.921, 9.251, 21.631
-181.317, -5.231, 9.281, 21.664
-181.316, -5.541, 9.311, 21.697
-181.315, -5.852, 9.341, 21.730
-181.314, -6.164, 9.371, 21.763
-181.313, -6.477, 9.401, 21.796
-181.312, -6.791, 9.432, 21.829
-181.311, -7.106, 9.462, 21.862
-181.310, -7.423, 9.493, 21.895
-181.309, -7.740, 9.523, 21.928
-181.308, -8.058, 9.554, 21.961
-181.307, -8.377, 9.585, 21.994
-181.306, -8.697, 9.616, 22.027
-181.305, -9.019, 9.647, 22.060
-181.304, -9.341, 9.678, 22.093
-181.303, -9.665, 9.709, 22.126
-181.302, -9.989, 9.740, 22.159
-181.301, -10.314, 9.772, 22.192
-181.300, -10.641, 9.803, 22.225
-181.299, -10.968, 9.835, 22.258
-181.298, -11.297, 9.866, 22.291
-181.297, -11.627, 9.898, 22.324
-181.296, -11.958, 9.930, 22.357
-181.295, -12.289, 9.962, 22.390
-181.293, -12.622, 9.995, 22.423
-181.292, -12.956, 10.027, 22.456
-181.291, -13.291, 10.059, 22.489
-181.290, -13.627, 10.092, 22.522
-181.289, -13.965, 10.125, 22.555
-181.288, -14.303, 10.157, 22.588
-181.287, -14.642, 10.190, 22.621
-181.285, -14.983, 10.223, 22.654
-181.284, -15.325, 10.256, 22.687
-181.283, -15.667, 10.289, 22.720
-181.282, -16.011, 10.323, 22.753
-181.281, -16.356, 10.356, 22.786
-181.279, -16.702, 10.390, 22.819
-181.278, -17.049, 10.423, 22.852
-181.277, -17.398, 10.457, 22.885
-181.276, -17.747, 10.491, 22.918
-181.274, -18.098, 10.525, 22.951
-181.273, -18.449, 10.559, 22.984
-181.272, -18.802, 10.593, 23.017
-181.270, -19.156, 10.627, 23.050
